siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
AJAP1	0	0	0	0	0	0	0	0
AJUBA	3344	2304	5876	3838	323	562	530	268
AK1	1478	1196	2605	1973	1300	2390	2895	1190
AK2	7878	6210	13440	9653	4414	8567	9115	4319
AK3	1943	1612	3219	2353	2717	3210	3339	1714
AK4	1950	1559	3415	2564	645	957	1031	508
AK5	7	4	11	4	6	10	2	3
AK6	1682	1420	2837	1943	495	856	863	431
AK7	7	12	17	13	9	13	16	4
AK8	15	4	16	13	5	13	17	2
AK9	154	125	226	175	101	159	147	75
AKAP1	3871	3143	6772	4913	776	1565	1623	775
AKAP10	1075	968	1846	1301	370	527	650	301
AKAP11	2818	2428	4589	3272	1732	2385	2647	1383
AKAP12	610	486	966	760	229	303	355	197
AKAP13	2932	2314	4823	3327	510	851	957	469
AKAP14	2	1	1	0	3	2	0	0
AKAP17A	1747	1354	3035	2138	1653	3289	3719	1654
AKAP2	3287	2632	5568	3819	934	1308	1392	734
AKAP3	4	4	13	8	4	11	6	10
AKAP4	0	0	0	0	0	0	0	0
AKAP5	38	25	53	36	29	33	59	24
AKAP6	90	61	140	121	15	36	15	15
AKAP7	174	186	355	218	93	171	189	82
AKAP8	1236	974	2144	1507	285	468	571	248
AKAP8L	1472	1066	2487	1699	1129	2217	2568	1149
AKAP9	1491	1332	2307	1691	593	894	1096	664
AKIP1	840	690	1425	1050	463	861	869	390
AKIRIN1	2269	1740	3668	2543	976	1454	1557	770
AKIRIN2	955	662	1627	1056	71	140	141	67
AKNA	565	446	959	699	73	125	149	54
AKNAD1	28	15	35	27	7	8	11	1
AKR1A1	2636	2139	4323	3379	1754	3754	3922	1765
AKR1B1	6309	5237	10285	7536	5194	9883	10979	4837
AKR1B10	107	117	174	115	130	243	219	94
AKR1B15	4	4	7	8	4	7	10	1
AKR1C1	1866	1672	2447	1701	1332	2369	2021	937
AKR1C2	3317	3038	4176	2945	2165	3691	3178	1414
AKR1C3	1465	1347	1976	1422	1038	2075	1931	907
AKR1C4	2	0	0	2	1	0	1	0
AKR1C6P	1	1	0	0	0	0	2	1
AKR1C8P	3	1	3	1	0	5	3	0
AKR1D1	1	1	3	4	2	2	1	2
AKR1E2	31	22	42	29	7	11	15	5
AKR7A2	1389	1105	2630	1808	1133	2145	2566	1106
AKR7A2P1	23	14	34	19	77	146	180	86
AKR7A3	11	16	25	19	13	25	39	20
AKR7L	15	7	21	24	19	37	35	11
AKT1	8923	6829	14979	11195	5408	10698	11622	5386
AKT1S1	1807	1323	2990	2206	822	1673	1988	779
AKT2	4392	3427	7554	5613	2841	5370	6305	2740
AKT3	1609	1366	2540	1891	605	917	950	485
AKTIP	387	353	698	570	282	376	357	192
ALAD	764	607	1233	883	360	680	775	332
ALAS1	1302	1006	2117	1470	893	1672	1726	781
ALAS2	3	1	3	3	4	4	8	4
ALB	1	2	1	2	32	69	46	31
ALCAM	5865	4549	9803	7066	4190	5098	5221	2678
ALDH16A1	1954	1540	3301	2368	1014	2120	2722	1102
ALDH18A1	6773	5398	11422	8653	4595	8266	8762	4149
ALDH1A1	0	0	0	0	0	0	1	1
ALDH1A2	0	0	0	0	1	0	0	0
ALDH1A3	3966	2501	7198	5297	11088	17125	16505	7462
ALDH1B1	2598	2102	4536	3324	1234	2209	2297	1045
ALDH1L1	8	12	20	7	5	14	22	10
ALDH1L1-AS1	0	0	0	0	0	1	1	0
ALDH1L1-AS2	1	3	1	2	0	0	0	0
ALDH1L2	2726	2265	4494	3393	1822	2805	3065	1445
ALDH2	0	0	3	2	1	2	7	1
ALDH3A1	710	615	963	711	950	1930	1986	756
ALDH3A2	5614	5059	9403	6766	3499	6197	6186	2980
ALDH3B1	1398	1041	2394	1784	900	1778	1987	831
ALDH3B2	2	1	3	1	3	3	4	0
ALDH4A1	511	416	821	627	383	739	794	357
ALDH5A1	405	334	694	566	371	565	606	275
ALDH6A1	647	533	971	748	575	947	930	399
ALDH7A1	3484	2891	6142	4426	2536	5120	5307	2479
ALDH8A1	8	8	10	9	66	99	120	61
ALDH9A1	2724	2335	4542	3575	1865	3438	3746	1655
ALDOA	38847	30322	66596	53054	25279	52178	62618	25415
ALDOB	4	2	0	2	7	13	11	9
ALDOC	740	738	1605	1115	815	1557	2196	1014
ALG1	2337	1760	4018	2967	1292	2520	2803	1295
ALG10	182	142	239	233	165	157	186	84
ALG10B	411	316	563	437	389	316	346	210
ALG11	693	560	1072	733	232	416	436	226
ALG12	1078	921	1712	1279	369	725	814	334
ALG13	1134	912	1842	1358	980	1277	1420	723
ALG14	572	498	979	741	412	695	661	292
ALG1L	10	10	13	14	4	17	11	3
ALG1L2	2	0	1	2	3	4	5	0
ALG1L9P	44	26	61	55	26	30	39	21
ALG2	1431	1121	2351	1690	703	1061	1067	547
ALG3	2927	2257	4787	3639	1596	3013	3558	1470
ALG5	1131	945	1880	1391	809	1613	1663	830
ALG6	943	809	1515	1212	854	1063	1104	569
ALG8	2438	2015	4070	3139	1919	3204	3489	1687
ALG9	1169	936	2040	1436	635	1124	1252	506
ALK	3	2	5	6	5	5	5	2
ALKBH1	450	372	707	544	83	137	174	82
ALKBH2	995	793	1670	1258	207	429	425	183
ALKBH3	575	450	975	784	197	369	410	202
ALKBH3-AS1	5	3	7	2	2	2	7	2
ALKBH4	410	341	750	546	27	48	49	24
ALKBH5	3324	2783	5953	4112	940	1707	1812	814
ALKBH6	202	186	434	284	133	287	324	140
ALKBH7	753	595	1490	916	347	751	926	370
ALKBH8	411	325	697	539	65	112	117	72
ALLC	0	0	0	0	0	0	0	0
ALMS1	1253	1057	2196	1344	254	421	495	266
ALMS1-IT1	9	5	14	14	5	3	8	3
ALMS1P	0	0	3	0	1	6	0	2
ALOX12	70	56	97	65	102	201	233	105
ALOX12-AS1	23	22	43	30	57	86	92	36
ALOX12B	2	0	2	3	2	5	6	2
ALOX12P2	230	176	379	239	94	181	248	138
ALOX15	0	1	0	0	0	1	0	0
ALOX15B	361	364	623	407	187	404	429	188
ALOX15P1	0	2	1	0	1	1	2	0
ALOX5	0	0	0	0	0	0	0	0
ALOX5AP	11	15	23	20	5	9	9	5
ALOXE3	71	43	86	72	31	60	45	24
ALPI	0	1	0	0	0	0	0	0
ALPK1	576	513	1000	728	144	257	278	134
ALPK2	2	0	3	8	0	12	1	4
ALPK3	5	0	5	2	3	17	35	16
ALPL	0	0	0	0	0	1	1	1
ALPP	36	30	50	37	43	103	91	37
ALPPL2	0	3	1	0	2	0	2	2
ALS2	1135	893	1869	1333	510	848	1032	501
ALS2CL	2606	1979	4432	3191	2641	4747	5359	2544
ALS2CR11	2	2	1	0	6	7	5	3
ALS2CR12	6	7	9	5	19	33	41	20
ALX1	0	0	1	0	2	2	0	0
ALX3	53	41	89	61	29	69	58	24
ALX4	0	3	4	1	5	7	7	2
ALYREF	4723	3726	8394	6011	2233	4204	4819	2064
AMACR	465	421	856	572	339	672	659	358
AMBN	0	0	0	0	0	0	0	0
AMBP	1	0	1	0	0	3	1	2
AMBRA1	1207	992	2000	1488	262	512	554	274
AMD1	7020	5826	12182	9157	1718	2153	2320	1241
AMDHD1	17	20	41	29	43	57	47	28
AMDHD2	928	646	1572	1118	388	846	1128	409
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	1002	774	1655	1099	255	472	512	269
AMER2	0	0	0	0	0	0	0	0
AMER3	0	0	0	0	0	0	0	0
AMFR	1825	1510	3104	2262	1194	2028	2267	1063
AMH	160	95	274	165	187	433	524	206
AMHR2	0	0	0	0	0	1	2	0
AMICA1	0	0	0	0	1	3	2	2
AMIGO1	43	25	55	49	1	6	9	2
AMIGO2	860	665	1375	865	136	222	231	140
AMIGO3	233	153	300	240	58	147	110	67
AMMECR1	903	792	1538	1234	873	1165	1160	607
AMMECR1L	1765	1397	2916	2091	409	664	675	338
AMN	0	4	1	3	2	3	5	1
AMN1	121	111	196	164	91	102	118	57
AMOT	2	3	1	2	0	0	1	1
AMOTL1	3449	2956	6008	4186	727	1295	1416	704
AMOTL2	1471	1043	2778	1801	143	224	261	136
AMPD1	0	0	0	0	8	12	16	8
AMPD2	1985	1532	3387	2600	952	1778	2031	937
AMPD3	128	113	200	143	47	76	84	48
AMPH	8	6	14	6	3	5	5	0
AMT	42	44	82	62	44	121	146	84
AMTN	41	38	75	42	24	44	47	23
AMY1A	0	0	1	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	1	0	5	0
AMY2B	60	62	95	78	139	186	236	113
AMZ1	5	4	10	6	6	8	10	4
AMZ2	2361	2009	3669	2829	1683	3181	3316	1507
AMZ2P1	233	188	361	261	118	215	210	94
ANAPC1	3082	2569	5472	3686	1121	2203	2213	1101
ANAPC10	896	805	1586	1139	360	654	646	322
ANAPC11	3020	2486	5159	3854	2286	4446	5230	2045
ANAPC13	1641	1415	2616	2142	767	1139	1117	522
ANAPC15	2063	1579	3428	2635	1499	3073	3296	1381
ANAPC16	3754	3112	6135	4383	3541	5673	5764	2765
ANAPC1P1	1	1	0	0	1	6	2	1
ANAPC2	1460	1102	2296	1710	994	1864	2201	963
ANAPC4	997	847	1676	1201	655	1073	1059	555
ANAPC5	7223	5944	12426	8772	5083	9910	10648	5079
ANAPC7	2889	2393	5053	3528	1304	2471	2634	1292
ANG	40	38	56	30	16	43	52	18
ANGEL1	1029	905	1746	1262	535	1128	1200	556
ANGEL2	2260	1871	3678	2774	1778	2622	2867	1474
ANGPT1	35	40	48	35	18	15	20	11
ANGPT2	37	24	60	55	10	24	39	18
ANGPT4	7	6	13	10	4	5	7	2
ANGPTL1	2	0	4	0	1	1	0	0
ANGPTL2	2	1	1	3	0	1	3	0
ANGPTL3	0	1	1	0	0	0	0	0
ANGPTL4	3494	2859	7301	5259	131	215	260	127
ANGPTL5	1	0	0	0	0	1	0	0
ANGPTL6	149	156	244	138	110	196	185	90
ANGPTL7	0	0	0	1	0	0	1	0
ANHX	0	0	0	0	0	0	0	0
ANK1	32	24	44	32	24	55	61	30
ANK2	404	387	706	533	120	221	269	140
ANK3	744	574	1250	892	257	475	484	211
ANKAR	59	42	77	59	44	49	39	24
ANKDD1A	92	59	111	84	50	71	105	50
ANKDD1B	5	7	12	7	32	39	41	20
ANKEF1	1152	985	1880	1423	676	1194	1289	642
ANKFN1	0	1	0	0	0	0	0	0
ANKFY1	4398	3682	7167	4955	2352	4004	4349	2124
ANKH	2094	1689	3443	2612	1050	1878	1986	972
ANKHD1	7504	6252	12406	8835	1878	3450	3862	1962
ANKHD1-EIF4EBP3	7768	6475	12885	9184	2084	3925	4366	2188
ANKIB1	1805	1524	3035	2115	1036	1506	1534	765
ANKK1	9	5	5	5	12	27	32	6
ANKLE1	22	9	29	18	25	32	53	15
ANKLE2	4098	3194	6973	4778	1420	2287	2532	1289
ANKMY1	427	288	789	500	143	270	348	115
ANKMY2	463	470	874	640	98	163	185	91
ANKRA2	399	322	621	487	474	739	794	424
ANKRD1	1	0	1	0	0	2	2	2
ANKRD10	1039	893	1716	1216	1058	1525	1830	827
ANKRD11	5236	4139	8411	5753	1340	2629	2953	1349
ANKRD12	1019	993	1773	1319	300	341	448	227
ANKRD13A	1148	969	1905	1427	721	1314	1348	713
ANKRD13B	505	374	871	687	240	516	525	246
ANKRD13C	1044	1041	1876	1306	670	811	886	478
ANKRD13D	907	727	1518	1125	244	466	491	218
ANKRD16	452	346	807	545	98	251	252	101
ANKRD17	6238	5392	10809	7679	1379	2389	2751	1348
ANKRD18A	598	494	887	616	550	732	896	477
ANKRD18B	401	323	600	455	224	284	359	182
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	40	34	53	40	46	79	78	52
ANKRD2	151	105	293	204	143	201	256	111
ANKRD20A1	1	0	0	1	0	0	0	1
ANKRD20A11P	5	11	19	14	17	31	42	21
ANKRD20A12P	5	2	5	3	1	0	0	1
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A2	1	0	0	1	0	0	0	1
ANKRD20A3	2	0	0	2	0	0	0	2
ANKRD20A4	1	1	4	2	0	3	2	1
ANKRD20A5P	24	17	39	24	16	34	52	17
ANKRD20A8P	1	0	0	2	0	1	2	1
ANKRD20A9P	2	0	1	1	0	1	3	1
ANKRD22	69	43	101	77	18	33	30	14
ANKRD23	118	88	174	117	81	156	185	76
ANKRD24	3	1	3	3	2	7	4	1
ANKRD26	531	486	819	569	150	195	235	146
ANKRD26P1	1	0	3	1	49	58	61	25
ANKRD26P3	0	0	0	0	0	1	0	0
ANKRD27	1755	1542	3323	2192	546	1082	1148	560
ANKRD28	2115	1756	3464	2547	706	1129	1158	594
ANKRD29	129	104	202	138	138	201	212	104
ANKRD30A	0	0	0	0	0	0	0	0
ANKRD30B	0	1	0	0	0	0	1	0
ANKRD30BL	0	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0
ANKRD31	14	15	12	13	3	5	12	1
ANKRD33	0	0	0	0	0	0	0	0
ANKRD33B	185	153	352	213	121	181	246	132
ANKRD34A	72	59	123	89	24	52	63	40
ANKRD34B	0	0	0	0	5	3	5	2
ANKRD34C	0	0	0	0	0	0	0	1
ANKRD34C-AS1	0	0	0	0	0	0	0	0
ANKRD35	2	5	8	6	4	28	18	7
ANKRD36	258	210	414	298	157	226	326	177
ANKRD36B	87	84	151	94	63	76	91	44
ANKRD36BP1	291	223	442	351	107	121	123	62
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD36C	188	138	290	196	86	142	162	97
ANKRD37	186	151	353	309	70	78	106	39
ANKRD39	526	441	938	651	239	402	463	180
ANKRD40	1228	1008	1996	1551	436	759	828	373
ANKRD42	399	342	670	502	239	368	402	200
ANKRD44	59	51	107	60	32	53	69	27
ANKRD44-IT1	0	0	0	0	0	0	0	0
ANKRD45	1	1	4	1	2	7	8	1
ANKRD46	838	624	1258	913	603	781	773	412
ANKRD49	376	320	632	502	119	154	162	79
ANKRD50	1786	1467	2843	2050	224	339	405	220
ANKRD52	3100	2330	5404	3934	1659	3091	3564	1606
ANKRD53	0	1	4	2	1	3	9	1
ANKRD54	868	754	1626	1115	192	344	372	188
ANKRD55	0	0	0	0	0	0	1	0
ANKRD6	263	171	386	251	126	187	177	75
ANKRD60	0	0	0	0	0	0	0	0
ANKRD61	98	87	127	89	30	44	32	20
ANKRD62	0	0	0	1	3	2	2	2
ANKRD62P1-PARP4P3	0	0	0	2	0	0	1	2
ANKRD63	1	0	1	0	0	0	0	0
ANKRD65	21	22	47	25	16	51	72	37
ANKRD66	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	0	0	0	1	0
ANKRD9	325	236	822	322	93	210	262	110
ANKS1A	872	769	1635	1196	324	713	777	366
ANKS1B	94	85	155	118	48	72	73	33
ANKS3	423	326	704	527	112	200	216	96
ANKS4B	0	0	0	0	0	0	0	0
ANKS6	998	726	1757	1219	486	844	1021	439
ANKUB1	0	0	0	0	1	1	0	0
ANKZF1	1658	1511	3016	2194	711	1482	1532	824
ANLN	17942	14697	30083	21807	4477	7239	7576	3982
ANO1	5	5	12	7	4	3	3	2
ANO1-AS2	0	0	0	0	0	0	0	0
ANO10	800	665	1282	981	404	879	957	380
ANO2	0	0	0	0	0	0	0	0
ANO3	0	0	0	0	0	0	2	0
ANO4	4	4	4	6	1	3	3	1
ANO5	0	0	0	0	0	0	2	0
ANO6	1644	1313	2710	2030	924	1443	1432	733
ANO7	8	10	14	5	13	10	17	9
ANO8	879	671	1427	971	485	922	1064	407
ANO9	650	462	1073	824	780	1596	2014	834
ANOS1	4	11	12	9	2	8	12	6
ANP32A	3653	2904	6366	4802	1629	3049	3159	1544
ANP32A-IT1	56	40	69	66	24	31	48	23
ANP32AP1	4	2	10	8	1	0	4	0
ANP32B	11990	9510	20163	15341	4631	9335	9596	4247
ANP32C	3	6	14	5	2	0	5	0
ANP32D	2	1	0	0	1	0	0	0
ANP32E	8241	6732	13243	10224	4677	5701	6071	2966
ANPEP	23091	17466	36003	27461	12364	23041	24533	10527
ANTXR1	882	775	1509	1139	575	873	998	510
ANTXR2	666	562	1055	706	274	473	452	236
ANTXRL	0	0	1	1	0	0	1	1
ANTXRLP1	0	0	0	0	0	0	0	0
ANXA1	17308	13496	30703	22270	16727	26771	26609	12843
ANXA10	19	15	36	30	14	41	24	11
ANXA11	5059	3952	8788	6489	2996	5727	5964	2529
ANXA13	0	0	1	0	1	1	0	0
ANXA2	57113	46132	99939	72466	42714	84556	90193	42086
ANXA2P1	28	26	50	29	26	31	42	13
ANXA2P2	602	578	1058	731	418	887	1024	438
ANXA2P3	17	30	31	39	17	27	42	16
ANXA2R	4	3	15	13	16	38	54	17
ANXA3	3565	2620	6396	4387	1984	3496	3692	1854
ANXA4	1331	1108	2277	1730	1953	3059	3395	1579
ANXA5	10782	8769	18729	13685	8622	14972	15611	7745
ANXA6	470	367	826	599	273	474	575	235
ANXA7	4137	3456	6814	5098	2006	3434	3658	1658
ANXA8	1402	1081	2408	1725	771	1362	1440	640
ANXA8L1	691	526	1112	789	311	542	629	280
ANXA9	100	66	158	127	54	115	114	51
AOAH	0	2	0	0	1	5	1	1
AOAH-IT1	0	0	0	0	0	0	0	0
AOC1	3	1	7	6	1	3	6	3
AOC2	29	22	47	27	111	161	200	77
AOC3	4	0	3	2	47	72	57	40
AOC4P	0	0	0	0	2	4	7	3
AOX1	111	93	187	140	55	118	142	72
AOX2P	0	0	0	0	3	3	2	4
AP1AR	1318	1070	2051	1484	858	1105	1148	544
AP1B1	5646	4583	9385	7190	3589	7041	8171	3570
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	3404	3013	6265	4498	1310	2166	2349	1187
AP1G2	2400	1905	3948	2938	1555	2877	3369	1466
AP1M1	1894	1483	3291	2451	827	1750	2019	852
AP1M2	274	248	545	422	227	464	536	212
AP1S1	3387	2683	5525	4256	2387	4518	4977	2197
AP1S2	256	213	349	274	270	332	308	155
AP1S3	2043	1682	3732	2797	1168	1552	1642	907
AP2A1	3887	3252	6506	4960	2277	4564	5268	2281
AP2A2	1607	1315	2817	2030	829	1556	1692	805
AP2B1	10668	9112	18892	13946	6170	11702	12183	5877
AP2M1	15670	12354	26340	19857	11241	21817	24212	10809
AP2S1	4452	3721	7297	6109	3326	6662	7977	3198
AP3B1	3363	2825	5435	4087	1582	2879	2921	1442
AP3B2	91	61	117	99	97	189	211	108
AP3D1	6484	5122	10712	7645	2644	5109	5473	2555
AP3M1	3010	2503	4860	3788	2128	3226	3445	1610
AP3M2	1158	954	1804	1343	702	1271	1401	647
AP3S1	1910	1598	2994	2376	1842	2473	2514	1143
AP3S2	2230	1857	3867	2735	1367	2649	2891	1341
AP4B1	970	818	1611	1220	258	506	536	239
AP4B1-AS1	339	311	574	416	100	161	168	87
AP4E1	1079	886	1714	1293	851	1076	1246	646
AP4M1	462	360	775	610	151	236	296	133
AP4S1	160	144	319	234	99	140	184	88
AP5B1	2485	1584	4325	3102	199	431	448	209
AP5M1	1437	1272	2397	1706	886	1142	1225	635
AP5S1	1034	845	1573	1247	107	218	241	109
AP5Z1	815	573	1352	988	424	779	1013	474
APAF1	872	805	1545	1165	499	768	903	469
APBA1	11	15	37	13	4	3	7	4
APBA2	0	0	0	0	0	1	0	0
APBA3	470	371	768	564	226	512	605	234
APBB1	9	15	37	30	10	16	20	14
APBB1IP	0	0	0	0	0	1	0	0
APBB2	3348	2523	5283	3868	1819	2832	2947	1446
APBB3	230	171	345	257	176	294	356	153
APC	1508	1337	2464	1780	497	740	851	452
APC2	64	42	114	61	46	65	78	36
APCDD1	5	11	30	18	6	14	18	4
APCDD1L	15	6	35	13	8	14	13	5
APCDD1L-AS1	8	3	8	3	3	0	6	3
APCS	0	0	0	0	0	0	0	0
APEH	7138	5891	12327	9014	4748	9491	10686	4735
APELA	0	0	0	0	0	0	0	0
APEX1	9933	8054	16664	12410	3745	7069	7513	3487
APEX2	1338	1167	2313	1809	511	1004	1185	551
APH1A	7685	6065	13001	9804	4408	8358	9051	3990
APH1B	146	111	236	164	90	121	144	69
API5	4799	4120	8005	6126	4426	6191	6501	3147
APIP	1021	862	1621	1140	610	1024	1019	517
APITD1	763	648	1263	968	540	852	1034	414
APITD1-CORT	697	572	1141	895	452	756	936	372
APLF	145	112	206	129	81	117	125	52
APLN	7	6	15	16	0	3	6	6
APLNR	0	0	0	0	0	2	3	1
APLP1	68	45	108	87	62	92	140	39
APLP2	22498	17946	37766	27780	19180	33898	36459	16981
APMAP	5510	4386	9534	6885	4344	7864	8570	4000
APOA1	2	2	2	1	17	29	24	12
APOA1-AS	2	3	2	5	6	11	7	3
APOA1BP	4846	3920	8645	6597	3410	6661	7748	3216
APOA2	1	0	0	0	0	1	0	1
APOA4	0	0	0	0	0	0	1	2
APOA5	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	1	1
APOBEC1	0	0	0	0	0	0	0	0
APOBEC2	3	1	2	3	0	1	3	0
APOBEC3A	0	0	0	0	1	1	1	0
APOBEC3A_B	10	10	17	12	20	30	34	14
APOBEC3B	89	72	157	94	104	247	220	108
APOBEC3B-AS1	18	14	29	23	25	50	49	34
APOBEC3C	984	755	1573	1209	997	2023	2285	1076
APOBEC3D	9	6	13	10	38	84	128	47
APOBEC3F	44	27	63	38	24	39	51	18
APOBEC3G	5	3	9	4	3	4	3	4
APOBEC3H	3	2	4	6	9	9	26	4
APOBEC4	1	0	0	3	1	0	0	1
APOBR	2	2	10	6	5	9	13	2
APOC1	44	31	65	59	25	77	73	33
APOC1P1	0	0	0	0	0	0	1	0
APOC2	0	0	0	0	0	2	0	1
APOC3	0	0	0	0	1	1	1	0
APOC4	0	0	0	0	0	0	1	1
APOC4-APOC2	0	0	0	0	0	2	1	2
APOD	2	6	7	6	4	2	7	1
APOE	23	19	35	21	58	100	109	49
APOF	4	0	1	4	1	2	1	1
APOH	1	0	0	0	0	0	0	0
APOL1	80	79	100	52	50	62	67	41
APOL2	1134	940	1685	1127	359	630	686	318
APOL3	67	60	81	62	12	46	38	17
APOL4	1	1	0	0	1	2	8	0
APOL5	0	0	0	0	1	3	8	3
APOL6	1995	1874	3013	1775	517	823	871	430
APOLD1	484	403	748	491	360	565	608	269
APOM	332	264	559	398	207	429	459	188
APOO	777	664	1269	971	543	1001	962	497
APOOL	985	816	1551	1246	875	1118	1165	618
APOOP5	0	0	3	0	1	0	1	0
APOPT1	1139	958	1826	1347	619	1313	1242	632
APP	24167	19461	40570	29617	17716	29489	32298	14952
APPBP2	849	764	1448	1067	462	606	634	380
APPL1	2064	1812	3189	2620	902	1171	1188	554
APPL2	739	647	1217	928	521	973	970	461
APRT	6329	5127	10276	8394	4677	10186	11816	4615
APTR	363	282	608	465	106	220	272	133
APTX	2292	1827	4157	2943	1084	2266	2426	1135
AQP1	12	6	11	8	9	15	11	15
AQP10	0	0	0	0	0	1	1	1
AQP11	34	25	34	51	23	32	41	18
AQP12A	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0
AQP2	0	0	0	0	0	1	0	0
AQP3	396	300	738	476	589	1062	1178	408
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	0	0	0	0	0	0	0	0
AQP5	0	0	0	0	0	1	0	3
AQP6	4	6	4	2	7	14	10	2
AQP7	0	0	0	1	0	2	0	0
AQP7P1	0	0	1	1	2	3	1	1
AQP7P3	0	1	0	0	2	3	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0
AQR	2318	1986	4045	2830	847	1644	1613	833
AR	2	0	0	2	0	2	0	0
ARAF	1770	1411	2831	2204	567	1212	1348	562
ARAP1	2306	1880	3827	2731	1738	3128	3767	1648
ARAP2	569	461	951	619	103	145	161	100
ARAP3	3347	2661	5657	4227	1218	2406	2565	1239
ARC	0	0	0	0	0	1	1	0
ARCN1	6807	5428	11683	8302	2495	4656	4804	2406
AREG	14804	12480	23215	16858	2079	3908	4128	1761
AREL1	2648	2210	4666	3293	843	1605	1704	846
ARF1	27114	21685	45723	33825	14165	26706	29190	13121
ARF3	1930	1455	3301	2597	1172	2177	2434	1132
ARF4	5991	4842	9902	7614	5875	8102	8416	4025
ARF5	3041	2546	5466	3990	2251	4676	5223	2416
ARF6	3925	3132	6873	5008	180	269	298	180
ARFGAP1	2785	2094	4433	3359	1767	3645	4260	2002
ARFGAP2	2575	2054	4378	3140	1099	2081	2385	1056
ARFGAP3	1511	1240	2438	1812	595	1042	1037	544
ARFGEF1	2289	1995	3919	2699	607	988	1101	560
ARFGEF2	4297	3500	7038	5049	2001	3151	3522	1674
ARFGEF3	798	659	1412	969	514	750	821	447
ARFIP1	607	484	993	708	290	373	421	215
ARFIP2	2533	2040	4386	3162	1247	2442	2761	1190
ARFRP1	1998	1594	3300	2512	841	1643	1907	847
ARG1	2	3	4	2	3	4	5	1
ARG2	1113	971	1973	1383	871	1621	1834	796
ARGFX	0	0	0	0	0	0	1	0
ARGFXP2	5	5	5	6	5	6	15	5
ARGLU1	3614	2859	5956	4179	2567	4499	4884	2304
ARHGAP1	1847	1401	3013	2353	1139	2356	2578	1127
ARHGAP10	856	667	1421	1042	246	432	477	198
ARHGAP11A	5676	4758	9254	6838	481	791	770	410
ARHGAP11B	1401	1200	2395	1670	232	382	421	242
ARHGAP12	875	821	1420	1073	120	178	167	115
ARHGAP15	0	0	1	0	0	0	1	0
ARHGAP17	953	775	1622	1169	329	645	687	335
ARHGAP18	1150	896	1937	1520	261	400	383	206
ARHGAP19	1753	1432	2909	2048	411	782	754	399
ARHGAP19-SLIT1	584	464	984	675	101	260	262	130
ARHGAP20	1	0	1	0	11	13	13	9
ARHGAP21	2249	2023	3939	2733	480	834	856	471
ARHGAP22	294	243	573	424	90	183	199	101
ARHGAP23	2673	1898	5206	3463	811	1491	1590	699
ARHGAP24	117	142	196	144	8	27	14	12
ARHGAP25	9	20	28	18	1	2	2	2
ARHGAP26	238	200	415	336	103	244	341	130
ARHGAP26-AS1	0	0	0	1	0	0	0	0
ARHGAP26-IT1	0	0	0	1	0	0	0	0
ARHGAP27	1066	809	1858	1302	334	676	704	313
ARHGAP28	21	15	38	16	2	5	9	3
ARHGAP29	806	648	1459	1021	192	258	284	147
ARHGAP30	28	31	55	35	55	84	81	47
ARHGAP31	369	258	595	475	98	135	157	106
ARHGAP31-AS1	12	3	9	4	1	6	5	0
ARHGAP32	1608	1357	2582	1944	268	482	515	248
ARHGAP33	235	188	363	272	91	172	224	85
ARHGAP35	4093	3359	6961	4868	854	1492	1796	818
ARHGAP36	0	0	0	0	0	0	0	0
ARHGAP39	541	447	1054	700	91	214	226	102
ARHGAP4	4	1	1	3	2	6	2	1
ARHGAP40	0	0	1	0	0	0	2	1
ARHGAP42	106	67	166	129	43	58	80	35
ARHGAP44	21	23	38	24	13	19	12	7
ARHGAP5	2633	2180	3900	3005	1538	1854	1896	1105
ARHGAP5-AS1	76	49	130	77	22	47	42	39
ARHGAP6	0	0	0	1	0	0	0	0
ARHGAP8	728	609	1321	978	530	1001	1111	484
ARHGAP9	1	3	0	2	1	6	7	3
ARHGDIA	9632	7338	16087	13353	3995	8360	9666	3646
ARHGDIB	807	633	1439	1075	478	940	1111	499
ARHGDIG	0	0	0	0	1	0	2	0
ARHGEF1	2871	2193	4930	3615	1450	2736	3118	1300
ARHGEF10	2294	1941	4098	2904	1057	1858	1982	937
