enteric_50uM_OXL_1	enteric_water_1	enteric_50uM_OXL_2	enteric_water_2
PRG4	66	19	63	26
PRH1	5	7	0	1
PRH1-PRR4	5	11	0	0
PRH2	24	3	0	12
PRICKLE1	469	77	159	212
PRICKLE2	203	33	98	78
PRICKLE2-AS1	71	14	55	40
PRICKLE2-AS2	0	0	0	5
PRICKLE2-AS3	5	1	0	5
PRICKLE3	99	34	177	30
PRICKLE4	3	0	0	0
PRIM1	27	7	1	2
PRIM2	12	5	21	9
PRIMA1	2	0	0	6
PRIMPOL	46	4	17	6
PRKAA1	65	15	163	58
PRKAA2	260	69	17	65
PRKAB1	238	109	171	22
PRKAB2	382	210	238	98
PRKACA	948	354	494	285
PRKACB	167	89	85	106
PRKACG	4	0	0	0
PRKAG1	1206	548	143	293
PRKAG2	16	7	0	19
PRKAG2-AS1	2	5	0	9
PRKAG3	0	0	0	0
PRKAR1A	714	201	889	237
PRKAR1B	95	52	93	108
PRKAR2A	237	114	129	94
PRKAR2A-AS1	10	0	64	5
PRKAR2B	274	117	2	107
PRKCA	33	49	22	38
PRKCA-AS1	0	0	0	0
PRKCB	14	40	0	106
PRKCD	50	11	93	12
PRKCDBP	24	1	1	31
PRKCE	48	13	0	98
PRKCG	0	5	0	1
PRKCH	1	0	0	0
PRKCI	236	56	95	48
PRKCQ	1	5	1	0
PRKCQ-AS1	11	1	0	1
PRKCSH	440	278	280	191
PRKCZ	233	68	31	77
PRKD1	6	0	31	26
PRKD2	449	250	111	67
PRKD3	191	66	165	97
PRKDC	590	212	588	274
PRKG1	47	6	26	70
PRKG1-AS1	9	0	0	8
PRKG2	24	6	0	18
PRKRA	198	102	240	35
PRKRIP1	558	209	231	121
PRKRIR	92	15	88	9
PRKX	553	160	204	66
PRKX-AS1	6	3	0	0
PRKXP1	89	14	0	20
PRKY	1	0	0	0
PRL	0	0	0	0
PRLH	0	0	0	2
PRLHR	0	0	0	0
PRLR	0	1	0	10
PRM1	0	0	0	0
PRM2	0	0	0	0
PRM3	0	0	0	0
PRMT1	2943	1970	1649	501
PRMT2	3746	1722	617	1146
PRMT3	27	1	0	0
PRMT5	388	123	407	51
PRMT5-AS1	372	123	407	51
PRMT6	42	5	154	26
PRMT7	51	24	0	62
PRMT8	12	1	31	11
PRMT9	118	62	46	29
PRNCR1	11	5	39	1
PRND	5	2	39	19
PRNP	115	36	140	34
PRNT	0	0	0	0
PRO1804	35	5	0	0
PROB1	0	0	0	0
PROC	19	0	0	0
PROCA1	87	46	45	21
PROCR	85	1	35	0
PRODH	0	0	0	0
PRODH2	0	1	0	0
PROK1	0	3	0	0
PROK2	7	1	0	0
PROKR1	0	0	0	0
PROKR2	0	0	0	0
PROL1	0	0	0	0
PROM1	3	1	0	4
PROM2	9	0	0	0
PROP1	0	0	0	0
PRORSD1P	12	3	1	0
PRORY	0	0	0	0
PROS1	10	4	0	12
PROSC	287	223	68	66
PROSER1	90	15	28	11
PROSER2	31	20	131	7
PROSER2-AS1	3	1	0	0
PROSER3	0	0	0	0
PROX1	60	20	43	22
PROX1-AS1	0	0	0	0
PROX2	5	0	0	0
PROZ	12	6	0	12
PRPF18	412	221	145	82
PRPF19	898	335	448	135
PRPF3	173	121	100	74
PRPF31	172	71	174	32
PRPF38A	432	230	298	143
PRPF38B	1539	577	538	318
PRPF39	153	65	81	32
PRPF4	370	281	62	62
PRPF40A	1819	803	678	466
PRPF40B	224	68	3	104
PRPF4B	884	408	421	284
PRPF6	2430	1648	757	522
PRPF8	217	97	356	70
PRPH	832	229	17	1460
PRPH2	4	14	0	8
PRPS1	297	122	251	108
PRPS1L1	0	0	0	0
PRPS2	28	5	0	7
PRPSAP1	115	43	0	77
PRPSAP2	82	24	168	57
PRR11	174	174	134	123
PRR12	98	34	0	21
PRR13	283	77	275	88
PRR14	93	24	90	15
PRR14L	371	161	165	110
PRR15	5	1	0	0
PRR15L	3	1	0	0
PRR16	9	1	49	3
PRR18	0	0	0	0
PRR19	22	0	0	6
PRR20A	0	0	0	0
PRR20B	0	0	0	0
PRR20C	0	0	0	0
PRR20D	0	0	0	0
PRR20E	0	0	0	0
PRR21	0	0	0	0
PRR22	0	0	0	2
PRR23A	0	0	0	0
PRR23B	1	0	0	0
PRR23C	4	0	0	0
PRR23D1	0	0	0	0
PRR23D2	0	0	0	0
PRR25	0	0	0	0
PRR26	12	2	0	0
PRR27	6	0	0	0
PRR29	5	0	0	0
PRR29-AS1	3	1	1	0
PRR3	73	20	0	24
PRR30	0	0	0	0
PRR32	0	0	0	7
PRR34	0	0	0	16
PRR34-AS1	6	2	0	1
PRR35	0	2	0	0
PRR36	43	38	1	14
PRR4	1	4	0	3
PRR5	91	13	65	55
PRR5-ARHGAP8	5	20	1	5
PRR5L	25	4	0	2
PRR7	592	127	130	105
PRR7-AS1	11	0	0	1
PRR9	0	0	0	0
PRRC1	207	143	218	72
PRRC2A	374	162	158	104
PRRC2B	1091	670	386	266
PRRC2C	4713	2959	2150	983
PRRG1	302	141	300	37
PRRG2	4	8	0	2
PRRG3	18	6	0	4
PRRG4	13	14	0	3
PRRT1	9	3	0	7
PRRT2	832	670	139	452
PRRT3	89	17	48	8
PRRT3-AS1	2	0	0	7
PRRT4	107	22	0	16
PRRX1	2229	258	596	1023
PRRX2	85	8	265	18
PRRX2-AS1	0	0	0	0
PRSS1	0	0	0	0
PRSS12	38	9	24	35
PRSS16	3	1	0	0
PRSS2	0	0	0	0
PRSS21	0	0	0	0
PRSS22	2	0	0	0
PRSS23	228	64	3061	277
PRSS27	31	3	1	1
PRSS3	5	1	1	0
PRSS30P	0	0	1	0
PRSS33	2	0	0	0
PRSS35	68	27	694	122
PRSS36	6	0	0	0
PRSS37	0	0	0	0
PRSS38	0	0	0	0
PRSS3P2	0	0	0	0
PRSS41	0	0	0	0
PRSS42	0	0	0	0
PRSS45	0	0	0	0
PRSS46	0	0	0	0
PRSS48	0	0	0	4
PRSS50	0	0	0	2
PRSS53	67	40	150	21
PRSS54	0	0	0	0
PRSS55	0	0	0	0
PRSS56	7	0	0	4
PRSS57	0	0	0	0
PRSS58	0	0	0	0
PRSS8	12	9	32	1
PRTFDC1	14	7	0	15
PRTG	21	13	1	19
PRTN3	0	0	0	0
PRUNE	128	40	127	22
PRUNE2	15	38	0	150
PRX	29	13	0	22
PRY	0	0	0	0
PRY2	0	0	0	0
PSAP	2972	1556	1953	711
PSAPL1	0	0	0	0
PSAT1	75	25	91	52
PSCA	0	1	0	1
PSD	312	91	25	49
PSD2	33	9	1	0
PSD3	174	91	102	125
PSD4	5	1	0	5
PSEN1	193	51	35	75
PSEN2	94	20	171	28
PSENEN	76	19	186	46
PSG1	0	0	0	0
PSG10P	0	0	0	0
PSG11	0	0	0	0
PSG2	0	0	0	0
PSG3	0	0	0	0
PSG4	0	0	0	0
PSG5	0	0	0	0
PSG6	0	0	0	0
PSG7	0	0	0	0
PSG8	0	0	0	0
PSG9	1	0	0	0
PSIP1	1065	368	111	466
PSKH1	124	29	212	63
PSKH2	0	0	0	0
PSMA1	252	83	265	66
PSMA2	223	51	485	81
PSMA3	223	67	141	64
PSMA3-AS1	257	67	163	152
PSMA4	990	256	850	282
PSMA5	67	5	202	22
PSMA6	298	78	60	52
PSMA7	2338	850	1817	647
PSMA8	4	0	0	0
PSMB1	901	295	1164	194
PSMB10	288	101	106	72
PSMB11	0	0	0	0
PSMB2	492	218	242	258
PSMB3	89	15	35	16
PSMB4	546	126	403	110
PSMB5	1230	568	798	306
PSMB6	683	224	830	211
PSMB7	1498	337	1531	258
PSMB8	5	0	0	2
PSMB8-AS1	11	0	10	2
PSMB9	0	0	0	0
PSMC1	746	381	166	147
PSMC2	247	80	475	54
PSMC3	917	275	330	179
PSMC3IP	93	22	25	10
PSMC4	213	87	285	59
PSMC5	1141	326	413	207
PSMC6	91	36	37	41
PSMD1	578	272	455	314
PSMD10	198	88	130	23
PSMD11	640	200	435	169
PSMD12	367	155	120	98
PSMD13	1000	381	700	182
PSMD14	765	253	212	142
PSMD2	1273	339	735	345
PSMD3	2063	843	1169	387
PSMD4	1031	385	463	281
PSMD5	48	3	0	25
PSMD5-AS1	15	6	8	0
PSMD6	160	76	99	45
PSMD6-AS2	10	6	0	1
PSMD7	1017	361	453	294
PSMD8	3720	1754	1321	429
PSMD9	245	73	416	86
PSME1	150	126	89	132
PSME2	179	142	156	40
PSME3	288	77	331	117
PSME4	361	192	467	72
PSMF1	232	97	290	105
PSMG1	146	26	94	43
PSMG2	52	27	25	30
PSMG3	337	117	253	93
PSMG3-AS1	13	4	0	0
PSMG4	100	32	39	53
PSORS1C1	1	0	0	0
PSORS1C2	0	0	0	0
PSORS1C3	0	0	0	0
PSPC1	190	95	14	61
PSPH	74	72	38	21
PSPN	1	1	0	0
PSRC1	20	42	45	9
PSTK	6	1	2	7
PSTPIP1	3	0	0	0
PSTPIP2	116	11	268	20
PTAFR	6	0	0	0
PTAR1	200	109	194	82
PTBP1	1153	637	1027	323
PTBP2	387	207	101	87
PTBP3	544	255	730	188
PTCD1	953	448	620	142
PTCD2	14	8	0	0
PTCD3	539	355	388	150
PTCH1	25	13	65	21
PTCH2	0	0	0	1
PTCHD1	53	21	1	42
PTCHD1-AS	0	0	0	0
PTCHD2	122	35	2	25
PTCHD3	0	1	0	0
PTCHD4	31	1	28	0
PTCRA	0	0	0	0
PTCSC3	0	0	0	0
PTDSS1	271	77	153	130
PTDSS2	173	67	0	62
PTEN	329	134	376	163
PTENP1	23	3	0	4
PTENP1-AS	19	2	0	12
PTER	4	6	0	3
PTF1A	5	9	0	4
PTGDR	1	0	0	0
PTGDR2	120	34	277	18
PTGDS	0	8	0	22
PTGER1	6	1	0	7
PTGER2	0	0	16	0
PTGER3	6	8	0	3
PTGER4	18	0	60	23
PTGER4P2-CDK2AP2P2	0	0	0	0
PTGES	209	39	199	50
PTGES2	328	145	454	98
PTGES2-AS1	8	0	0	0
PTGES3	1441	1008	706	351
PTGES3L	8	0	0	0
PTGES3L-AARSD1	423	185	125	65
PTGFR	7	1	0	142
PTGFRN	224	52	282	71
PTGIR	3	0	0	1
PTGIS	43	18	55	21
PTGR1	82	11	122	23
PTGR2	47	10	0	15
PTGS1	4	0	0	0
PTGS2	30	5	263	7
PTH	0	0	0	0
PTH1R	370	51	51	133
PTH2	0	9	0	0
PTH2R	0	0	0	0
PTHLH	8	2	0	2
PTK2	265	170	292	137
PTK2B	13	11	49	2
PTK6	7	2	0	0
PTK7	1083	167	105	130
PTMA	4470	2341	1075	502
PTMS	2520	1246	335	491
PTN	1682	1174	766	1800
PTOV1	352	117	147	122
PTOV1-AS1	14	2	1	4
PTOV1-AS2	42	9	0	0
PTP4A1	2378	1652	2610	420
PTP4A2	1377	581	554	610
PTP4A3	69	15	24	14
PTPDC1	78	33	72	45
PTPMT1	184	42	156	58
PTPN1	1337	753	298	316
PTPN11	381	281	255	131
PTPN12	503	128	199	77
PTPN13	71	43	32	136
PTPN14	251	58	477	166
PTPN18	115	34	1	61
PTPN2	85	66	213	61
PTPN20	0	0	0	0
PTPN21	78	18	4	20
PTPN22	4	1	0	0
PTPN23	235	186	113	82
PTPN3	45	46	0	46
PTPN4	79	26	25	46
PTPN5	56	31	0	24
PTPN6	2	3	0	0
PTPN7	0	0	0	0
PTPN9	88	31	0	31
PTPRA	515	371	59	199
PTPRB	5	1	1	0
PTPRC	4	2	4	13
PTPRCAP	0	0	1	3
PTPRD	526	291	271	494
PTPRD-AS1	10	3	0	13
PTPRD-AS2	3	0	0	0
PTPRE	43	36	66	11
PTPRF	374	216	101	152
PTPRG	61	43	7	56
PTPRG-AS1	16	1	0	11
PTPRH	8	0	0	1
PTPRJ	45	52	0	7
PTPRK	43	9	4	12
PTPRM	70	42	47	50
PTPRN	32	21	0	71
PTPRN2	20	18	0	24
PTPRO	178	34	0	87
PTPRQ	3	0	0	0
PTPRR	13	8	0	19
PTPRS	555	421	259	286
PTPRT	0	13	0	33
PTPRU	384	227	617	178
PTPRVP	0	0	0	6
PTPRZ1	87	335	17	247
PTRF	3300	557	4305	415
PTRH1	114	33	0	40
PTRH2	80	64	0	20
PTRHD1	100	36	29	67
PTS	30	14	34	14
PTTG1	138	58	56	36
PTTG1IP	956	446	1016	216
PTTG2	0	0	0	0
PTTG3P	0	0	0	0
PTX3	51	27	266	9
PTX4	0	0	0	0
PUF60	652	341	181	105
PUM1	1280	657	817	268
PUM2	343	113	135	95
PURA	182	41	93	109
PURB	325	206	223	67
PURG	92	53	0	61
PUS1	41	8	8	1
PUS10	2	2	0	3
PUS3	157	70	37	34
PUS7	53	10	201	12
PUS7L	191	41	78	73
PUSL1	434	173	107	113
PVALB	0	0	0	1
PVR	478	155	161	119
PVRIG	0	0	0	0
PVRIG2P	15	1	0	0
PVRL1	127	28	44	27
PVRL2	103	90	190	85
PVRL3	216	90	149	95
PVRL3-AS1	0	0	0	4
PVRL4	4	2	0	0
PVT1	65	31	40	17
PWAR1	26	16	0	17
PWAR4	0	0	0	0
PWAR5	117	37	51	13
PWARSN	1676	650	382	288
PWP1	511	265	372	112
PWP2	20	0	0	1
PWRN1	0	0	0	19
PWRN2	0	0	0	0
PWRN3	0	0	0	0
PWRN4	0	0	0	0
PWWP2A	267	129	180	81
PWWP2B	106	21	8	12
PXDC1	24	9	294	5
PXDN	2959	1030	2891	1509
PXDNL	3	0	0	0
PXK	100	77	62	80
PXMP2	104	12	90	77
PXMP4	57	14	0	32
PXN	136	37	500	46
PXN-AS1	14	3	0	2
PXT1	0	1	0	0
PXYLP1	74	13	59	13
PYCARD	2	1	0	1
PYCARD-AS1	65	84	0	3
PYCR1	1201	447	490	432
PYCR2	102	16	144	18
PYCRL	22	2	0	14
PYDC1	0	0	0	0
PYDC2	0	0	0	0
PYGB	327	188	315	144
PYGL	117	21	66	16
PYGM	4	2	0	0
PYGO1	102	50	98	70
PYGO2	403	199	223	117
PYHIN1	0	0	0	0
PYROXD1	137	50	26	16
PYROXD2	34	0	0	16
PYURF	201	68	81	64
PYY	0	3	0	0
PYY2	42	4	0	1
PZP	0	0	0	0
QARS	311	173	58	41
QDPR	373	114	190	75
QKI	600	384	649	330
QPCT	0	0	0	0
QPCTL	13	9	0	0
QPRT	115	70	2	39
QRFP	0	0	0	0
QRFPR	8	2	0	0
QRICH1	138	48	160	48
QRICH2	10	2	42	17
QRSL1	85	25	34	21
QSER1	546	312	255	173
QSOX1	702	238	395	128
QSOX2	42	18	83	2
QTRT1	228	125	269	97
QTRTD1	125	17	20	22
R3HCC1	290	96	35	70
R3HCC1L	88	76	70	18
R3HDM1	169	59	261	99
R3HDM2	356	159	105	146
R3HDM4	1016	354	142	247
R3HDML	0	0	0	0
RAB10	359	122	355	121
RAB11A	520	207	123	179
RAB11B	351	244	113	217
RAB11B-AS1	19	32	0	19
RAB11FIP1	160	84	85	40
RAB11FIP2	192	117	71	95
RAB11FIP3	114	73	62	24
RAB11FIP4	506	339	41	115
RAB11FIP5	195	79	140	42
RAB12	564	184	409	229
RAB13	511	268	524	152
RAB14	491	335	315	196
RAB15	172	15	212	98
RAB17	3	0	1	13
RAB18	303	98	404	123
RAB19	0	0	0	0
RAB1A	423	157	505	197
RAB1B	111	54	159	31
RAB20	4	0	9	0
RAB21	94	37	197	17
RAB22A	225	95	188	109
RAB23	79	16	123	20
RAB24	210	122	51	54
RAB25	3	1	2	0
RAB26	1	1	0	0
RAB27A	34	16	40	21
RAB27B	15	0	63	13
RAB28	34	4	63	7
RAB29	27	20	1	8
RAB2A	915	295	679	337
RAB2B	279	191	243	69
RAB30	242	108	156	68
RAB30-AS1	84	3	29	15
RAB31	830	156	935	283
RAB32	65	21	112	65
RAB33A	12	0	0	1
RAB33B	72	27	93	22
RAB34	527	93	676	220
RAB35	189	52	76	19
RAB36	51	4	0	16
RAB37	0	0	0	0
RAB38	0	0	0	0
RAB39A	6	1	0	0
RAB39B	92	58	1	29
RAB3A	198	202	0	102
RAB3B	672	400	146	282
RAB3C	91	45	0	15
RAB3D	110	54	2	57
RAB3GAP1	599	275	469	163
RAB3GAP2	640	563	250	208
RAB3IL1	92	26	0	31
RAB3IP	286	165	1	43
RAB40A	22	2	70	16
RAB40AL	5	0	0	0
RAB40B	18	1	0	13
RAB40C	143	79	34	62
RAB41	19	10	0	3
RAB42	2	1	0	0
RAB43	0	0	0	0
RAB44	0	0	0	0
RAB4A	169	79	42	98
RAB4B	83	36	0	18
RAB4B-EGLN2	343	129	279	97
RAB5A	297	203	247	121
RAB5B	398	228	173	108
RAB5C	2913	1282	666	590
RAB6A	420	199	255	144
RAB6B	374	241	40	218
RAB6C	0	0	0	0
RAB6C-AS1	1	0	0	0
RAB7A	1144	743	944	428
RAB7B	31	0	52	9
RAB8A	201	92	170	49
RAB8B	182	56	94	18
RAB9A	19	4	0	1
RAB9B	126	35	0	81
RAB9BP1	0	0	0	0
RABAC1	618	385	252	125
RABEP1	756	300	206	386
RABEP2	33	34	108	28
RABEPK	223	68	142	30
RABGAP1	730	597	442	182
RABGAP1L	374	237	1	250
RABGEF1	217	126	136	31
RABGGTA	53	34	1	7
RABGGTB	48	18	24	32
RABIF	144	37	18	22
RABL2A	88	28	0	25
RABL2B	133	65	83	34
RABL3	16	20	57	19
RABL6	867	446	584	279
RAC1	1352	742	1309	496
RAC2	0	0	2	0
RAC3	598	374	168	205
RACGAP1	15	23	0	33
RACGAP1P	0	1	0	0
RAD1	198	94	46	74
RAD17	186	92	86	50
RAD18	68	35	25	20
RAD21	744	489	441	299
RAD21-AS1	4	5	0	0
RAD21L1	0	1	0	1
RAD23A	216	97	211	52
RAD23B	1193	439	1090	288
RAD50	430	131	60	143
RAD51	52	16	0	5
RAD51-AS1	33	22	1	58
RAD51AP1	55	45	68	12
RAD51AP2	0	1	0	0
RAD51B	0	4	0	18
RAD51C	61	12	61	13
RAD51D	82	7	0	17
RAD51L3-RFFL	89	38	27	27
RAD52	141	150	0	16
RAD54B	70	52	1	75
RAD54L	107	47	155	17
RAD54L2	881	884	159	177
RAD9A	527	152	397	220
RAD9B	4	1	0	0
RADIL	53	17	56	5
RAE1	472	216	252	111
RAET1E	0	8	0	13
RAET1E-AS1	2	3	0	8
RAET1G	0	0	0	0
RAET1K	0	1	0	0
RAET1L	0	0	0	0
RAF1	104	37	80	22
RAG1	0	0	0	0
RAG2	2	0	0	0
RAI1	202	111	0	70
RAI1-AS1	1	8	0	0
RAI14	1218	315	1370	253
RAI2	59	18	0	14
RALA	733	252	527	198
RALB	360	65	221	46
RALBP1	255	138	340	72
RALGAPA1	219	82	50	100
RALGAPA1P	18	11	0	0
RALGAPA2	100	26	1	43
RALGAPB	266	92	261	51
RALGDS	1060	293	230	213
RALGPS1	32	11	0	11
RALGPS2	115	73	63	34
RALY	2762	1188	987	444
RALY-AS1	1	0	34	0
RALYL	8	0	0	4
RAMP1	9	0	66	4
RAMP2	30	4	0	36
RAMP2-AS1	2	0	0	9
RAMP3	1	0	0	0
RAN	1432	499	1676	279
RANBP1	215	79	87	43
RANBP10	87	27	57	15
RANBP17	12	10	52	17
RANBP2	412	241	436	106
RANBP3	201	89	105	100
RANBP3L	0	0	0	8
RANBP6	297	141	111	111
RANBP9	111	40	35	17
RANGAP1	701	311	293	195
RANGRF	211	60	118	43
RAP1A	140	34	385	25
RAP1B	292	139	541	100
RAP1GAP	46	97	1	160
RAP1GAP2	8	1	30	12
RAP1GDS1	169	61	61	121
RAP2A	57	25	88	53
RAP2B	465	49	424	58
RAP2C	82	31	342	37
RAP2C-AS1	14	1	18	18
RAPGEF1	107	36	50	71
RAPGEF2	184	88	202	80
RAPGEF3	15	1	0	0
RAPGEF4	11	5	1	30
RAPGEF4-AS1	0	0	0	0
RAPGEF5	51	12	0	11
RAPGEF6	224	154	39	22
RAPGEFL1	38	15	0	7
RAPH1	170	96	222	43
RAPSN	0	0	0	0
RARA	166	53	114	81
RARA-AS1	11	5	0	4
RARB	55	10	1	6
RARG	57	4	96	55
RARRES1	0	0	0	0
RARRES2	14	1	0	6
RARRES3	4	4	0	17
RARS	1415	545	436	259
RARS2	168	86	2	94
RASA1	293	151	225	83
RASA2	91	87	192	46
RASA3	52	22	290	18
RASA4	0	0	0	2
RASA4B	0	0	0	0
RASA4CP	0	0	0	0
RASAL1	0	0	0	0
RASAL2	292	132	208	99
RASAL2-AS1	16	1	37	8
RASAL3	8	5	1	0
RASD1	10	0	15	0
RASD2	0	3	0	0
RASEF	2	0	1	0
RASGEF1A	6	4	0	9
RASGEF1B	17	4	4	0
RASGEF1C	0	0	0	0
RASGRF1	2	1	0	5
RASGRF2	24	6	0	71
RASGRF2-AS1	0	0	0	0
RASGRP1	21	10	0	11
RASGRP2	3	0	0	1
RASGRP3	23	17	7	4
RASGRP4	38	25	60	9
RASIP1	19	2	0	7
RASL10A	1	0	0	1
RASL10B	144	56	1	27
RASL11A	8	0	0	0
RASL11B	117	9	80	58
RASL12	4	0	0	1
RASSF1	313	208	87	54
RASSF1-AS1	3	1	0	0
RASSF10	0	5	0	0
RASSF2	232	48	0	12
RASSF3	20	7	32	9
RASSF4	72	21	28	91
RASSF5	12	11	28	28
RASSF6	15	5	1	0
RASSF7	26	12	1	5
RASSF8	223	69	382	89
RASSF8-AS1	34	4	0	11
RASSF9	13	8	0	27
RAVER1	29	13	67	3
RAVER2	29	17	80	46
RAX	0	0	0	0
RAX2	0	0	0	0
RB1	83	39	41	80
RB1CC1	447	253	306	249
RBAK	174	77	79	21
RBAK-RBAKDN	84	34	0	0
RBAKDN	25	12	0	0
RBBP4	730	372	336	260
RBBP5	334	195	108	66
RBBP6	1225	487	126	332
RBBP7	513	184	513	214
RBBP8	174	77	28	56
RBBP8NL	0	0	0	0
RBBP9	71	9	42	20
RBCK1	77	53	41	26
RBFA	170	47	53	50
RBFADN	5	1	0	0
RBFOX1	78	82	0	160
RBFOX2	2125	806	944	604
RBFOX3	14	52	0	27
RBKS	10	8	0	3
RBL1	58	51	0	42
RBL2	93	99	20	102
RBM10	905	376	445	221
RBM11	11	6	0	7
RBM12	300	141	58	90
RBM12B	231	134	82	67
RBM12B-AS1	9	18	0	0
RBM14	171	102	10	65
RBM14-RBM4	562	192	808	96
RBM15	150	69	126	27
RBM15B	536	128	207	93
RBM17	612	327	305	210
RBM18	120	73	55	15
RBM19	107	31	28	39
RBM20	30	6	0	9
RBM22	342	190	187	103
RBM23	107	60	66	71
RBM24	10	4	0	3
RBM25	3392	3065	1748	877
RBM26	628	272	258	141
RBM26-AS1	9	0	0	4
RBM27	591	329	284	115
RBM28	534	230	174	101
RBM3	454	270	743	354
RBM33	392	416	283	154
RBM34	779	330	118	96
RBM38	157	52	220	16
RBM39	2135	1354	896	428
RBM4	767	314	849	129
RBM41	229	120	164	58
RBM42	177	94	31	40
RBM43	17	4	0	17
RBM44	2	0	0	0
RBM45	31	8	14	3
RBM46	10	2	0	0
RBM47	3	2	1	2
RBM48	32	6	123	17
RBM4B	147	63	0	12
RBM5	1052	603	704	246
RBM5-AS1	38	78	0	33
RBM6	298	201	99	41
RBM7	47	8	1	5
RBM8A	898	609	348	223
RBMS1	494	99	922	425
RBMS2	100	42	38	37
RBMS3	186	56	122	288
RBMS3-AS1	0	0	0	0
RBMS3-AS3	0	0	0	9
RBMX	1740	1108	652	553
RBMX2	154	73	12	34
RBMXL1	155	47	142	72
RBMXL2	0	5	0	0
RBMXL3	1	0	0	0
RBMY1A1	0	0	0	0
RBMY1A3P	0	0	0	0
RBMY1B	0	0	0	0
RBMY1D	0	0	0	0
RBMY1E	0	0	0	0
RBMY1F	0	0	0	0
RBMY1J	0	0	0	0
RBMY2EP	0	0	0	0
RBMY2FP	0	0	0	0
RBMY3AP	0	0	0	0
RBP1	296	65	1	59
RBP2	1	0	0	0
RBP3	0	0	0	0
RBP4	4	3	0	0
RBP5	3	0	0	0
RBP7	2	0	0	0
RBPJ	1056	596	457	262
RBPJL	0	0	1	0
RBPMS	25	10	49	16
RBPMS-AS1	0	0	0	0
RBPMS2	58	8	99	13
RBSN	405	238	217	99
RBX1	529	240	745	177
RC3H1	211	119	90	57
RC3H2	347	187	85	273
RCAN1	437	130	416	157
RCAN2	275	96	42	262
RCAN3	79	12	0	31
RCAN3AS	0	0	0	0
RCBTB1	38	8	4	13
RCBTB2	41	23	1	43
RCC1	175	8	26	16
RCC2	155	10	186	15
RCCD1	117	20	19	38
RCE1	9	7	0	7
RCHY1	116	38	51	24
RCL1	75	25	92	12
RCN1	146	78	55	60
RCN2	707	550	419	257
RCN3	22	14	0	0
RCOR1	168	88	169	56
RCOR2	130	11	54	3
RCOR3	317	314	91	165
RCSD1	1	0	0	6
RCVRN	0	0	0	0
RD3	8	0	0	6
RD3L	0	0	0	0
RDH10	81	5	189	28
RDH10-AS1	4	0	0	2
RDH11	796	664	405	270
RDH12	3	2	0	5
RDH13	98	41	0	13
RDH14	153	51	133	81
RDH16	3	28	0	0
RDH5	20	0	35	2
RDH8	0	0	0	0
RDM1	10	1	0	0
RDX	1235	380	596	503
REC114	2	14	0	3
REC8	61	95	64	19
RECK	10	1	34	23
RECQL	186	78	26	32
RECQL4	113	43	133	11
RECQL5	70	83	1	16
REEP1	195	43	1	125
REEP2	408	245	203	97
REEP3	137	26	372	59
REEP4	104	24	30	46
REEP5	227	73	197	115
REEP6	25	13	0	0
REG1A	0	0	0	0
REG1B	0	0	0	0
REG1P	0	0	0	0
REG3A	0	0	0	0
REG3G	1	0	0	0
REG4	4	0	0	0
REL	341	250	78	58
RELA	472	200	295	113
RELB	404	101	4	10
RELL1	68	22	0	12
RELL2	76	50	21	33
RELN	6	0	0	22
RELT	49	47	18	0
REM1	0	0	0	0
REM2	103	14	29	5
REN	0	0	0	0
RENBP	1	9	0	0
REP15	9	5	0	0
REPIN1	31	36	59	35
REPS1	147	35	37	50
REPS2	1	0	1	26
RER1	805	304	701	129
RERE	974	668	546	371
REREP3	0	0	0	0
RERG	34	3	65	24
RERG-AS1	1	0	0	0
RERGL	0	0	0	0
RESP18	4	0	0	0
REST	461	127	822	154
RET	13	5	0	76
RETN	0	0	0	0
RETNLB	0	0	0	0
RETSAT	276	103	414	28
REV1	271	172	229	72
REV3L	758	336	116	183
REXO1	90	38	36	28
REXO1L2P	0	0	0	0
REXO2	67	23	200	44
REXO4	608	414	266	137
RFC1	627	221	598	238
RFC2	108	43	52	3
RFC3	220	95	131	41
RFC4	327	121	41	106
RFC5	31	24	16	2
RFESD	1	2	0	0
RFFL	89	38	27	26
RFK	187	60	277	78
RFNG	166	83	96	79
RFPL1	10	3	0	1
RFPL1S	106	32	1	61
RFPL2	1	1	0	4
RFPL3	0	1	0	0
RFPL3S	12	10	0	2
RFPL4A	0	0	0	0
RFPL4AL1	0	0	0	0
RFPL4B	0	0	0	0
RFT1	119	30	260	16
RFTN1	174	48	374	68
RFTN2	68	33	0	15
RFWD2	94	29	100	23
RFWD3	47	22	49	24
RFX1	160	115	47	46
RFX2	8	26	1	1
RFX3	174	148	186	71
RFX3-AS1	4	4	0	0
RFX4	13	75	0	22
RFX5	18	4	17	9
RFX6	0	0	0	0
RFX7	154	80	207	45
RFX8	8	0	0	2
RFXANK	443	126	153	76
RFXAP	81	33	62	26
RGAG1	17	0	0	0
RGAG4	396	121	319	77
RGCC	0	1	0	0
RGL1	358	131	1	103
RGL2	78	21	115	40
RGL3	0	0	1	0
RGL4	0	0	0	0
RGMA	365	283	92	54
RGMB	238	139	88	102
RGMB-AS1	38	13	0	3
RGN	19	1	0	0
RGP1	2	1	36	0
RGPD1	8	2	0	0
RGPD2	28	4	0	1
RGPD3	5	0	0	0
RGPD4	3	1	0	0
RGPD4-AS1	0	0	0	0
RGPD5	0	1	0	0
RGPD6	0	0	0	0
RGPD8	0	1	0	0
