sensory_water_1	sensory_50uM_OXL_	sensory_water_2
RNPS1	5	27	45
RNU1-1	0	19	0
RNU1-13P	0	15	0
RNU1-2	0	19	0
RNU1-27P	0	19	0
RNU1-28P	0	19	0
RNU1-3	0	19	0
RNU1-4	0	19	0
RNU105B	0	0	0
RNU105C	0	0	0
RNU11	28	95	9
RNU12	0	34	0
RNU2-1	0	0	0
RNU2-2P	0	17	10
RNU4-1	7	498	3
RNU4-2	114	2412	57
RNU4ATAC	4912	7711	4262
RNU5A-1	0	27	0
RNU5B-1	0	154	3
RNU5D-1	0	0	0
RNU5E-1	0	28	0
RNU5F-1	14	2	5
RNU6-1	1	92	7
RNU6-10P	0	0	4
RNU6-14P	0	5	0
RNU6-15P	0	0	0
RNU6-16P	0	0	0
RNU6-19P	0	0	0
RNU6-2	1	92	7
RNU6-21P	0	1	0
RNU6-23P	0	11	4
RNU6-26P	0	0	0
RNU6-28P	0	4	5
RNU6-30P	0	2	0
RNU6-31P	0	13	0
RNU6-33P	0	3	0
RNU6-34P	0	1	0
RNU6-35P	0	0	0
RNU6-36P	1	1	0
RNU6-39P	0	12	0
RNU6-42P	1	15	0
RNU6-45P	0	0	0
RNU6-46P	0	0	0
RNU6-48P	0	0	0
RNU6-52P	0	0	0
RNU6-53P	0	0	0
RNU6-55P	0	0	0
RNU6-56P	0	0	0
RNU6-57P	0	0	0
RNU6-58P	0	0	0
RNU6-59P	0	0	0
RNU6-63P	0	0	0
RNU6-64P	0	0	0
RNU6-66P	0	0	0
RNU6-67P	0	0	0
RNU6-68P	0	0	0
RNU6-69P	0	0	0
RNU6-7	1	92	7
RNU6-71P	0	0	0
RNU6-72P	0	0	0
RNU6-75P	0	0	0
RNU6-76P	0	0	0
RNU6-78P	0	14	0
RNU6-79P	0	0	0
RNU6-8	1	92	7
RNU6-81P	0	0	0
RNU6-82P	0	0	0
RNU6-83P	0	0	0
RNU6-9	1	92	7
RNU6ATAC	0	133	0
RNU7-1	0	0	8
RNU86	0	0	0
RNVU1-1	0	0	0
RNVU1-14	0	5	0
RNVU1-15	0	4	0
RNVU1-17	0	13	0
RNVU1-18	0	19	0
RNVU1-19	0	28	0
RNVU1-20	0	0	0
RNVU1-3	0	0	0
RNVU1-4	0	0	0
RNVU1-6	0	0	4
RNVU1-7	0	27	0
RNVU1-8	0	4	0
RNY1	39	47	33
RNY3	0	0	9
RNY4	22	88	41
RNY5	45	3510	32
ROBO1	357	220	220
ROBO2	129	39	79
ROBO3	2	48	35
ROBO4	0	0	0
ROCK1	181	192	179
ROCK1P1	0	0	0
ROCK2	175	220	182
ROGDI	7	31	71
ROM1	0	10	13
ROMO1	48	504	531
ROPN1	0	0	0
ROPN1B	0	1	7
ROPN1L	0	0	15
ROPN1L-AS1	1	9	22
ROR1	83	102	122
ROR1-AS1	0	54	51
ROR2	78	97	68
RORA	39	52	40
RORA-AS1	0	14	29
RORA-AS2	0	0	0
RORB	3	20	0
RORB-AS1	0	6	0
RORC	0	0	0
ROS1	29	2	0
RP1	0	8	0
RP11-87M18.2	0	0	1
RP1L1	0	5	0
RP2	5	12	6
RP9	5	7	32
RP9P	46	30	41
RPA1	58	86	113
RPA2	32	50	71
RPA3	25	21	14
RPA4	0	13	7
RPAIN	4	69	91
RPAP1	17	134	57
RPAP2	10	28	29
RPAP3	42	96	58
RPARP-AS1	4	53	5
RPE	8	15	29
RPE65	0	0	7
RPEL1	0	0	9
RPF1	81	167	100
RPF2	55	56	47
RPGR	1	6	23
RPGRIP1	0	1	4
RPGRIP1L	37	32	82
RPH3A	0	2	2
RPH3AL	2	21	8
RPIA	82	76	87
RPL10	143	229	449
RPL10A	110	105	212
RPL10L	0	0	0
RPL11	618	1212	2022
RPL12	2101	976	1812
RPL13	1338	1026	1665
RPL13A	155	156	537
RPL13AP17	2	1	2
RPL13AP20	291	63	226
RPL13AP3	0	0	2
RPL13AP5	86	38	63
RPL13AP6	0	0	0
RPL13P5	0	5	10
RPL14	358	259	580
RPL15	754	1113	2279
RPL17	43	26	72
RPL17-C18orf32	82	84	105
RPL18	1801	1709	3256
RPL18A	0	1	2
RPL19	184	615	1124
RPL19P12	0	0	0
RPL21	36	88	131
RPL21P28	5	6	9
RPL21P44	2	26	18
RPL22	336	144	277
RPL22L1	36	42	152
RPL23	1325	1403	2338
RPL23A	206	306	314
RPL23AP32	16	1	21
RPL23AP53	0	10	0
RPL23AP64	2	0	0
RPL23AP7	0	12	4
RPL23AP82	1	7	1
RPL23AP87	0	0	0
RPL23P8	0	0	1
RPL24	406	423	862
RPL26	675	749	1633
RPL26L1	0	15	32
RPL27	161	752	1407
RPL27A	17970	13388	26640
RPL28	1138	727	1124
RPL29	293	168	212
RPL29P2	0	1	6
RPL3	145	69	55
RPL30	424	505	1696
RPL31	1410	1665	2486
RPL31P11	20	9	38
RPL32	974	1464	2510
RPL32P3	40	11	10
RPL34	541	680	1417
RPL34-AS1	0	0	0
RPL35	5644	2326	3251
RPL35A	907	1119	2466
RPL36	549	1741	2126
RPL36A	14	51	24
RPL36A-HNRNPH2	17	56	148
RPL36AL	53	92	206
RPL37	498	1321	2442
RPL37A	3189	5595	9428
RPL38	543	803	1241
RPL39	1577	1837	3385
RPL39L	13	32	27
RPL3L	0	0	0
RPL4	307	267	491
RPL41	3673	945	1483
RPL5	1716	1565	2850
RPL6	19	51	87
RPL7	2	14	4
RPL7A	121	355	825
RPL7L1	202	69	29
RPL8	7423	2821	4191
RPL9	46	27	90
RPLP0	356	434	939
RPLP0P2	5	49	42
RPLP1	2830	4776	7786
RPLP2	3308	2820	4471
RPN1	105	110	129
RPN2	82	292	339
RPP14	17	73	62
RPP21	74	63	112
RPP25	33	5	0
RPP25L	29	22	30
RPP30	46	83	52
RPP38	32	36	6
RPP40	50	47	27
RPPH1	116	298	64
RPRD1A	17	72	31
RPRD1B	14	17	42
RPRD2	82	124	146
RPRM	12	68	78
RPRML	11	1	2
RPS10	55	109	76
RPS10-NUDT3	19	52	73
RPS10P7	1	0	2
RPS11	5060	2595	5285
RPS12	2314	3136	5564
RPS13	232	717	1397
RPS14	8827	5449	10272
RPS14P3	194	139	243
RPS15	715	908	1137
RPS15A	134	121	285
RPS15AP10	2	39	5
RPS16	650	1004	1852
RPS16P5	0	5	6
RPS17	704	1284	2170
RPS18	99	195	231
RPS18P9	123	115	146
RPS19	3381	5883	5566
RPS19BP1	196	261	205
RPS2	127	218	262
RPS20	345	418	889
RPS21	360	1263	2630
RPS23	525	552	984
RPS24	1357	3261	5004
RPS25	448	178	283
RPS26	8	96	0
RPS26P11	0	0	0
RPS27	154	24	61
RPS27A	2789	4320	9670
RPS27L	861	3579	779
RPS28	116	110	138
RPS29	289	2468	5536
RPS2P32	0	12	0
RPS3	4496	3978	8219
RPS3A	4	147	22
RPS4X	6536	3207	6445
RPS4Y1	0	0	1
RPS4Y2	0	0	0
RPS5	2135	1338	2955
RPS6	2144	1926	3537
RPS6KA1	8	43	6
RPS6KA2	28	30	74
RPS6KA2-AS1	0	0	0
RPS6KA2-IT1	0	0	0
RPS6KA3	51	80	142
RPS6KA4	10	31	54
RPS6KA5	53	44	44
RPS6KA6	1	1	31
RPS6KB1	101	46	77
RPS6KB2	179	163	214
RPS6KC1	23	42	44
RPS6KL1	13	3	7
RPS7	2	15	44
RPS7P5	0	14	4
RPS8	2176	2185	4488
RPS9	4912	1678	3454
RPSA	1	31	77
RPSAP52	0	14	0
RPSAP58	344	311	403
RPSAP9	0	0	0
RPTN	0	0	0
RPTOR	35	27	13
RPUSD1	45	24	33
RPUSD2	6	33	26
RPUSD3	71	59	23
RPUSD4	48	30	72
RQCD1	53	56	121
RRAD	17	2	13
RRAGA	21	78	150
RRAGB	0	37	17
RRAGC	82	210	229
RRAGD	62	75	41
RRAS	7	21	23
RRAS2	15	8	47
RRBP1	977	939	989
RREB1	24	37	37
RRH	7	2	3
RRM1	89	138	159
RRM2	2	40	57
RRM2B	12	25	16
RRN3	30	33	17
RRN3P1	0	0	0
RRN3P2	0	0	0
RRN3P3	7	10	3
RRNAD1	0	0	4
RRP1	81	81	96
RRP12	82	59	79
RRP15	111	145	70
RRP1B	144	133	152
RRP36	120	65	106
RRP7A	106	93	127
RRP7BP	28	59	54
RRP8	33	94	36
RRP9	5	64	23
RRS1	53	98	69
RRS1-AS1	1	13	12
RS1	0	4	0
RSAD1	0	15	37
RSAD2	1	0	0
RSBN1	15	94	70
RSBN1L	16	63	44
RSC1A1	0	0	6
RSF1	321	375	302
RSG1	0	2	4
RSL1D1	175	202	154
RSL24D1	24	84	138
RSPH1	0	0	16
RSPH10B	0	0	0
RSPH10B2	0	0	0
RSPH14	0	0	0
RSPH3	29	2	4
RSPH4A	15	19	15
RSPH6A	0	0	0
RSPH9	12	7	13
RSPO1	16	0	0
RSPO2	41	1	4
RSPO3	0	13	11
RSPO4	0	0	2
RSPRY1	243	122	131
RSRC1	276	107	135
RSRC2	529	462	463
RSRP1	74	103	103
RSU1	51	67	78
RSU1P2	0	0	0
RTBDN	45	0	6
RTCA	47	74	42
RTCA-AS1	0	7	3
RTCB	89	157	155
RTEL1	0	4	13
RTEL1-TNFRSF6B	0	7	28
RTF1	318	311	262
RTFDC1	503	289	260
RTKN	2	23	30
RTKN2	141	20	33
RTL1	0	0	0
RTN1	31	336	465
RTN2	12	28	19
RTN3	44	97	106
RTN4	642	1130	1106
RTN4IP1	6	6	11
RTN4R	23	51	43
RTN4RL1	0	14	33
RTN4RL2	0	1	0
RTP1	2	14	2
RTP2	0	0	0
RTP3	0	0	0
RTP4	0	0	0
RTP5	0	0	0
RTTN	0	8	3
RUFY1	39	30	50
RUFY2	92	83	70
RUFY3	180	319	369
RUFY4	0	0	0
RUNDC1	33	94	13
RUNDC3A	10	58	45
RUNDC3A-AS1	0	34	5
RUNDC3B	16	11	37
RUNX1	49	38	13
RUNX1-IT1	19	0	0
RUNX1T1	193	601	431
RUNX2	68	108	103
RUNX3	0	28	56
RUSC1	308	314	277
RUSC1-AS1	248	160	241
RUSC2	16	16	15
RUVBL1	60	81	78
RUVBL1-AS1	3	0	0
RUVBL2	17	49	26
RWDD1	31	80	101
RWDD2A	0	0	17
RWDD2B	0	12	3
RWDD3	4	1	29
RWDD4	2	22	23
RXFP1	29	15	8
RXFP2	0	0	0
RXFP3	0	0	0
RXFP4	0	0	0
RXRA	169	124	170
RXRB	27	92	107
RXRG	0	7	30
RYBP	146	297	322
RYK	23	84	81
RYR1	1	18	8
RYR2	5	97	103
RYR3	0	1	24
S100A1	0	0	0
S100A10	186	321	233
S100A11	30	287	349
S100A12	0	0	0
S100A13	129	324	310
S100A14	0	7	0
S100A16	15	76	62
S100A2	0	1	3
S100A3	0	0	0
S100A4	6	51	68
S100A5	0	0	0
S100A6	65	168	241
S100A7	0	0	0
S100A7A	0	0	0
S100A7L2	0	0	0
S100A8	0	0	0
S100A9	1	0	6
S100B	4	46	221
S100G	0	0	0
S100P	1	6	2
S100PBP	56	75	45
S100Z	0	0	4
S1PR1	1	2	12
S1PR2	27	136	147
S1PR3	3	17	1
S1PR4	0	0	0
S1PR5	0	0	0
SAA1	0	3	3
SAA2	0	2	0
SAA2-SAA4	0	0	0
SAA3P	0	0	0
SAA4	0	0	0
SAAL1	33	42	52
SAC3D1	29	94	121
SACM1L	11	91	48
SACS	196	97	126
SACS-AS1	0	0	0
SAE1	63	183	225
SAFB	51	85	84
SAFB2	212	165	136
SAG	18	17	0
SAGE1	0	10	12
SALL1	6	8	5
SALL2	60	49	79
SALL3	0	4	0
SALL4	14	14	2
SALRNA1	0	4	17
SALRNA2	0	0	0
SALRNA3	0	10	0
SAMD1	103	191	67
SAMD10	17	9	21
SAMD11	26	114	63
SAMD12	1	40	21
SAMD12-AS1	0	8	0
SAMD13	19	19	21
SAMD14	50	169	146
SAMD15	0	7	0
SAMD3	0	0	6
SAMD4A	33	73	58
SAMD4B	36	53	55
SAMD5	81	100	69
SAMD7	0	0	0
SAMD8	10	60	24
SAMD9	0	2	4
SAMD9L	0	7	4
SAMHD1	17	0	13
SAMM50	79	87	75
SAMSN1	0	0	0
SAMSN1-AS1	0	0	0
SAP130	36	60	55
SAP18	310	391	305
SAP25	35	14	0
SAP30	2	53	40
SAP30BP	161	182	166
SAP30L	41	68	71
SAP30L-AS1	0	4	2
SAPCD1	0	3	3
SAPCD1-AS1	0	3	2
SAPCD2	33	2	31
SAR1A	161	158	169
SAR1B	34	73	52
SARAF	39	107	161
SARDH	0	4	2
SARM1	120	61	69
SARNP	56	126	167
SARS	556	701	604
SARS2	24	20	27
SART1	33	38	23
SART3	97	109	126
SASH1	29	100	170
SASH3	0	0	0
SASS6	33	80	41
SAT1	8	305	66
SAT2	279	166	225
SATB1	20	57	51
SATB1-AS1	0	17	1
SATB2	0	23	13
SATB2-AS1	0	0	0
SATL1	0	0	1
SAV1	10	57	14
SAXO1	0	8	0
SAXO2	2	24	8
SAYSD1	15	51	30
SBDS	53	50	44
SBDSP1	9	21	14
SBF1	102	173	219
SBF1P1	0	5	0
SBF2	59	73	86
SBF2-AS1	0	0	26
SBK1	32	99	82
SBK2	0	0	0
SBK3	0	1	0
SBNO1	341	300	276
SBNO2	6	28	30
SBSN	0	0	0
SBSPON	1	16	9
SC5D	117	57	87
SCAF1	53	57	48
SCAF11	349	318	442
SCAF4	90	24	42
SCAF8	55	148	124
SCAI	45	40	10
SCAMP1	36	68	117
SCAMP1-AS1	2	40	18
SCAMP2	35	57	73
SCAMP3	32	48	137
SCAMP4	67	44	87
SCAMP5	40	143	105
SCAND1	131	123	138
SCAND2P	63	66	28
SCAP	26	170	175
SCAPER	101	178	191
SCARA3	43	11	47
SCARA5	0	9	2
SCARB1	1	15	2
SCARB2	78	96	174
SCARF1	0	0	0
SCARF2	54	55	43
SCARNA1	1	12	0
SCARNA10	0	110	19
SCARNA11	0	42	24
SCARNA12	15	22	0
SCARNA13	0	13	6
SCARNA14	0	4	12
SCARNA15	0	0	0
SCARNA16	0	1	0
SCARNA17	1	263	4
SCARNA18	1	79	0
SCARNA2	93	1503	17
SCARNA20	31	58	7
SCARNA21	6	67	12
SCARNA22	61	155	119
SCARNA23	0	0	0
SCARNA27	0	16	4
SCARNA3	0	17	13
SCARNA4	24	46	0
SCARNA5	0	28	0
SCARNA6	0	0	0
SCARNA7	19	10	2
SCARNA8	0	0	0
SCARNA9	168	379	222
SCARNA9L	0	0	0
SCART1	0	0	0
SCCPDH	1	26	98
SCD	133	144	223
SCD5	84	143	168
SCEL	1	0	0
SCEL-AS1	0	0	0
SCFD1	109	106	73
SCFD2	95	43	56
SCG2	72	375	534
SCG3	65	91	46
SCG5	2	46	90
SCGB1A1	0	0	0
SCGB1B2P	0	0	0
SCGB1C1	0	0	0
SCGB1C2	0	0	0
SCGB1D1	0	0	0
SCGB1D2	0	0	0
SCGB1D4	0	0	0
SCGB2A1	0	0	0
SCGB2A2	0	0	0
SCGB2B2	0	0	0
SCGB2B3P	0	0	0
SCGB3A1	0	0	0
SCGB3A2	1	2	1
SCGN	10	29	105
SCHIP1	1	10	5
SCHLAP1	0	14	0
SCIMP	0	3	0
SCIN	46	2	10
SCLT1	13	51	36
SCLY	5	1	18
SCMH1	0	32	68
SCML1	1	7	9
SCML2	51	41	17
SCML4	0	5	0
SCN10A	0	6	5
SCN11A	15	8	17
SCN1A	0	12	0
SCN1B	0	0	13
SCN2A	8	138	98
SCN2B	11	122	130
SCN3A	17	152	146
SCN3B	1	157	46
SCN4A	1	0	0
SCN4B	0	24	10
SCN5A	0	0	4
SCN7A	9	3	9
SCN8A	56	65	43
SCN9A	8	97	97
SCNM1	33	60	90
SCNN1A	36	1	1
SCNN1B	0	6	0
SCNN1D	1	27	10
SCNN1G	0	14	5
SCO1	120	49	32
SCO2	18	68	22
SCOC	50	100	135
SCOC-AS1	0	1	7
SCP2	23	35	41
SCP2D1	0	0	0
SCPEP1	0	40	5
SCRG1	0	19	43
SCRIB	2	69	23
SCRN1	14	79	122
SCRN2	47	55	97
SCRN3	20	6	23
SCRT1	2	10	26
SCRT2	0	5	3
SCT	24	1	0
SCTR	0	0	0
SCUBE1	1	1	68
SCUBE2	0	10	9
SCUBE3	78	36	111
SCX	0	10	12
SCYL1	57	79	102
SCYL2	55	78	64
SCYL3	8	11	1
SDAD1	38	133	58
SDC1	331	475	148
SDC2	6	107	203
SDC3	35	94	175
SDC4	4	38	83
SDC4P	0	0	0
SDCBP	28	52	135
SDCBP2	1	13	7
SDCBP2-AS1	0	0	8
SDCCAG3	100	139	72
SDCCAG8	39	121	124
SDE2	10	33	18
SDF2	1	15	20
SDF2L1	360	357	321
SDF4	73	277	304
SDHA	0	44	25
SDHAF1	1	16	48
SDHAF2	15	88	56
SDHAF3	0	0	7
SDHAF4	0	0	0
SDHAP1	0	1	0
SDHAP2	0	14	0
SDHAP3	0	1	0
SDHB	1	5	11
SDHC	9	9	55
SDHD	0	8	0
SDK1	11	2	31
SDK2	40	23	22
SDPR	0	10	12
SDR16C5	0	0	0
SDR16C6P	0	0	0
SDR39U1	24	140	117
SDR42E1	0	0	0
SDR9C7	0	0	0
SDS	0	1	0
SDSL	25	19	35
SEBOX	0	0	0
SEC11A	28	205	276
SEC11C	88	81	113
SEC13	442	549	736
SEC14L1	4	32	17
SEC14L1P1	0	12	16
SEC14L2	2	0	9
SEC14L3	0	0	0
SEC14L4	1	5	0
SEC14L5	0	0	0
SEC14L6	0	0	0
SEC16A	62	163	161
SEC16B	0	0	0
SEC1P	25	46	20
SEC22A	2	30	25
SEC22B	8	15	4
SEC22C	23	39	66
SEC23A	0	44	81
SEC23B	80	20	57
SEC23IP	150	73	72
SEC24A	12	43	41
SEC24B	54	17	48
SEC24B-AS1	0	0	11
SEC24C	0	18	32
SEC24D	25	71	65
SEC31A	520	601	489
SEC31B	41	73	43
SEC61A1	627	739	546
SEC61A2	13	10	63
SEC61B	32	114	245
SEC61G	22	52	152
SEC62	329	196	337
SEC63	249	345	271
SECISBP2	66	41	77
SECISBP2L	66	98	142
SECTM1	5	21	22
SEH1L	28	26	39
SEL1L	81	124	171
SEL1L2	0	0	12
SEL1L3	12	3	11
SELE	0	0	0
SELENBP1	12	21	15
SELK	45	107	162
SELL	0	24	4
SELM	4	92	116
SELO	17	41	28
SELP	0	0	0
SELPLG	12	0	9
SELT	0	32	32
SELV	1	0	16
SEMA3A	161	93	156
SEMA3B	15	119	80
SEMA3B-AS1	0	0	0
SEMA3C	13	92	97
SEMA3D	153	9	17
SEMA3E	27	82	47
SEMA3F	70	226	287
SEMA3G	0	4	25
SEMA4A	0	10	0
SEMA4B	0	13	16
SEMA4C	9	79	117
SEMA4D	75	8	14
SEMA4F	9	10	89
SEMA4G	10	4	8
SEMA5A	1001	104	213
SEMA5B	0	36	28
SEMA6A	69	212	194
SEMA6A-AS1	0	0	14
SEMA6B	0	4	5
SEMA6C	103	85	171
SEMA6D	24	78	46
SEMA7A	4	14	13
SEMG1	0	0	0
SEMG2	0	0	0
SENCR	0	6	2
SENP1	30	46	49
SENP2	121	43	66
SENP3	128	46	41
SENP3-EIF4A1	499	620	836
SENP5	99	169	153
SENP6	181	120	131
SENP7	191	223	220
SENP8	0	9	11
SEP15	3	28	72
SEPHS1	60	80	48
SEPHS2	15	87	71
SEPN1	35	64	66
SEPP1	6	123	152
SEPSECS	34	25	12
SEPSECS-AS1	0	1	3
SEPT1	18	22	11
SEPT10	15	43	101
SEPT11	611	732	670
SEPT12	0	0	0
SEPT14	0	4	0
SEPT2	105	237	239
SEPT3	44	43	89
SEPT4	0	0	1
SEPT4-AS1	0	9	0
SEPT5	84	154	171
SEPT5-GP1BB	216	302	341
SEPT6	344	330	481
SEPT7	122	221	181
SEPT7-AS1	0	0	0
SEPT7P2	1	15	19
SEPT7P9	0	0	0
SEPT8	53	76	99
SEPT9	114	372	470
SEPW1	1066	1564	1945
SERAC1	0	25	6
SERBP1	1036	1039	1229
SERF1A	10	9	13
SERF1B	10	9	13
SERF2	645	1093	1351
SERF2-C15ORF63	480	562	474
SERGEF	22	1	10
SERHL	53	10	9
SERHL2	107	5	16
SERINC1	67	248	272
SERINC2	70	73	70
SERINC3	58	122	81
SERINC4	0	6	25
SERINC5	23	11	36
SERP1	84	146	328
SERP2	8	15	15
SERPINA1	1	1	0
SERPINA10	0	0	0
SERPINA11	0	0	0
SERPINA12	0	7	0
SERPINA13P	0	0	0
SERPINA2	0	0	0
SERPINA3	1	13	4
SERPINA4	0	0	0
SERPINA5	0	0	4
SERPINA6	0	0	0
SERPINA7	0	0	0
SERPINA9	0	0	0
SERPINB1	10	18	24
SERPINB10	0	0	0
SERPINB11	0	0	0
SERPINB12	0	0	0
SERPINB13	0	0	0
SERPINB2	0	0	0
SERPINB3	0	0	0
SERPINB4	0	0	0
SERPINB5	0	1	0
SERPINB6	132	84	49
SERPINB7	0	0	0
SERPINB8	0	0	4
SERPINB9	12	21	13
SERPINB9P1	7	0	0
SERPINC1	0	0	0
SERPIND1	1	0	0
SERPINE1	10	43	4
SERPINE2	96	203	693
SERPINE3	0	0	0
SERPINF1	5	28	94
SERPINF2	0	0	0
SERPING1	5	88	84
SERPINH1	420	1673	2106
SERPINI1	18	32	34
SERPINI2	0	0	0
SERTAD1	3	91	48
SERTAD2	19	95	78
SERTAD3	0	1	17
SERTAD4	152	601	718
SERTAD4-AS1	0	2	8
SERTM1	11	5	6
SESN1	55	88	28
SESN2	112	591	317
SESN3	270	512	516
SESTD1	195	131	202
SET	625	757	757
SETBP1	24	209	185
SETD1A	52	109	50
SETD1B	64	63	72
SETD2	220	125	198
SETD3	64	96	41
SETD4	8	19	31
SETD5	397	782	880
SETD6	75	27	100
SETD7	36	20	13
SETD8	24	18	31
SETD9	0	25	0
SETDB1	5	25	70
SETDB2	41	50	20
SETMAR	5	36	21
SETSIP	0	0	0
SETX	183	240	248
SEZ6	14	23	8
SEZ6L	0	11	8
SEZ6L2	268	220	292
SF1	484	292	454
SF3A1	184	142	137
SF3A2	83	43	142
SF3A3	206	118	162
SF3B1	131	225	315
SF3B2	611	401	444
SF3B3	279	434	356
SF3B4	0	9	22
SF3B5	560	594	967
SF3B6	32	95	83
SFI1	0	14	24
SFMBT1	27	33	71
SFMBT2	8	22	54
SFN	1	6	4
SFPQ	774	799	604
SFR1	0	1	2
SFRP1	694	504	774
SFRP2	94	67	91
SFRP4	0	0	0
SFRP5	0	0	0
SFSWAP	103	189	165
SFT2D1	18	19	20
SFT2D2	20	0	0
SFT2D3	22	13	42
SFTA1P	0	0	10
SFTA2	0	0	0
SFTA3	0	0	0
SFTPA1	0	0	0
SFTPA2	0	0	0
SFTPB	3	7	0
SFTPC	0	0	0
SFTPD	0	3	9
SFXN1	25	77	31
SFXN2	1	37	17
SFXN3	77	80	65
SFXN4	58	128	54
SFXN5	5	17	8
SGCA	0	4	0
SGCB	12	45	71
SGCD	249	225	414
SGCE	0	0	3
SGCG	0	1	5
SGCZ	32	11	32
SGIP1	0	4	42
SGK1	14	21	10
SGK2	23	0	2
SGK223	1	9	6
SGK3	5	23	4
SGK494	56	58	58
SGMS1	28	17	5
SGMS1-AS1	0	0	0
SGMS2	1	1	12
SGOL1	7	31	19
SGOL1-AS1	7	0	7
SGOL2	18	41	26
SGPL1	11	31	28
SGPP1	0	25	12
SGPP2	0	0	0
SGSH	2	14	29
SGSM1	2	7	0
SGSM2	85	83	170
SGSM3	292	238	287
SGTA	663	436	375
SGTB	6	7	35
SH2B1	42	84	163
SH2B2	29	19	7
SH2B3	1	13	39
SH2D1A	29	0	0
SH2D1B	0	0	2
SH2D2A	0	0	0
SH2D3A	0	0	0
SH2D3C	4	2	8
SH2D4A	9	31	5
SH2D4B	0	23	6
SH2D5	0	0	0
SH2D6	0	0	0
SH2D7	0	0	0
SH3BGR	0	9	1
SH3BGRL	64	156	237
SH3BGRL2	45	56	77
SH3BGRL3	174	175	182
SH3BP1	22	37	20
SH3BP2	105	121	85
SH3BP4	34	29	36
SH3BP5	137	179	201
SH3BP5-AS1	162	161	212
SH3BP5L	143	253	183
SH3D19	0	27	26
SH3D21	16	11	7
SH3GL1	183	276	410
SH3GL1P1	0	0	0
SH3GL1P2	0	0	0
SH3GL2	1	7	5
SH3GL3	1	32	23
SH3GLB1	22	112	138
SH3GLB2	71	62	159
SH3KBP1	156	139	172
SH3PXD2A	472	440	644
SH3PXD2A-AS1	1	0	0
SH3PXD2B	48	144	229
SH3RF1	41	30	30
SH3RF2	0	0	0
SH3RF3	38	18	23
SH3RF3-AS1	0	0	0
SH3TC1	0	3	16
SH3TC2	31	28	14
SH3YL1	27	34	36
SHANK1	0	0	0
SHANK2	1	50	7
SHANK2-AS1	36	15	28
SHANK2-AS3	0	0	1
SHANK3	3	1	12
SHARPIN	37	63	91
SHB	0	11	8
SHBG	55	13	1
SHC1	165	341	419
SHC2	76	113	78
SHC3	0	15	19
SHC4	15	21	51
SHCBP1	1	1	23
SHCBP1L	0	0	0
SHD	2	17	2
SHE	41	42	12
SHF	90	37	33
SHFM1	70	112	119
SHH	18	0	0
SHISA2	14	35	28
SHISA3	0	11	0
SHISA4	40	90	106
SHISA5	220	530	602
SHISA6	0	4	7
SHISA7	1	22	7
SHISA8	0	0	0
SHISA9	2	11	28
SHKBP1	7	12	20
SHMT1	22	11	41
SHMT2	159	100	278
SHOC2	41	81	79
SHOX	1	20	9
SHOX2	62	34	28
SHPK	12	12	11
SHPRH	44	73	37
SHQ1	18	19	55
SHROOM1	14	2	15
SHROOM2	1	18	5
SHROOM3	47	33	39
SHROOM4	4	8	10
SHTN1	5	80	67
SI	16	14	14
SIAE	0	9	6
SIAH1	9	14	26
SIAH2	5	42	39
SIAH3	5	0	13
SIDT1	27	17	4
SIDT2	40	134	108
SIGIRR	4	3	17
SIGLEC1	1	18	0
SIGLEC10	0	6	0
SIGLEC11	0	30	1
SIGLEC12	0	9	6
SIGLEC14	0	33	0
SIGLEC15	0	0	0
SIGLEC16	0	0	2
SIGLEC17P	0	7	11
SIGLEC5	0	0	0
SIGLEC6	0	0	2
SIGLEC7	0	0	0
SIGLEC8	0	0	0
SIGLEC9	0	0	0
SIGLECL1	0	0	0
SIGMAR1	36	112	39
SIK1	0	0	0
SIK2	8	19	34
SIK3	167	40	62
SIKE1	50	83	42
SIL1	218	328	215
SIM1	1	7	0
SIM2	64	23	72
SIMC1	23	56	80
SIN3A	150	147	100
SIN3B	23	75	68
SIPA1	1	2	0
SIPA1L1	52	80	157
SIPA1L2	77	170	130
SIPA1L3	17	68	17
SIRPA	38	7	12
SIRPB1	0	0	0
SIRPB2	0	0	9
SIRPD	0	14	0
SIRPG	0	0	0
SIRPG-AS1	0	6	9
SIRT1	3	27	48
SIRT2	36	77	42
SIRT3	25	51	84
SIRT4	0	0	2
SIRT5	2	68	58
SIRT6	31	72	71
SIRT7	41	95	86
SIT1	0	0	0
SIVA1	181	281	488
SIX1	83	698	641
SIX2	3	25	59
SIX3	12	0	3
SIX3-AS1	0	0	0
SIX4	0	13	44
SIX5	13	53	55
SIX6	0	1	13
SKA1	25	65	22
SKA2	33	81	178
SKA3	0	27	21
SKAP1	0	0	0
SKAP2	9	1	34
SKI	139	273	325
SKIDA1	24	54	18
SKIL	85	77	150
SKINTL	0	0	0
SKIV2L	28	80	61
SKIV2L2	394	549	478
SKOR1	0	0	0
SKOR2	0	16	12
SKP1	143	310	343
SKP1P2	1	19	5
SKP2	1	14	23
SLA	0	7	0
SLA2	0	0	7
SLAIN1	1	0	6
SLAIN2	97	136	88
SLAMF1	0	0	0
SLAMF6	0	32	0
SLAMF7	0	2	0
SLAMF8	0	0	0
SLAMF9	0	0	0
SLBP	3	34	27
SLC10A1	9	0	0
SLC10A2	1	0	1
SLC10A3	11	38	41
